#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
RBMX	27316	137	131	1	1	300199	#	#
RBPMS	11030	46	46	#	1	601558	#	#
RC3H1	149041	17	17	#	1	609424	#	#
RCBTB2	1102	40	39	#	1	603524	#	#
RCC1L	81554	20	20	#	1	#	#	#
RCOR1	23186	29	29	#	1	607675	#	#
RDH13	112724	19	19	1	1	#	0	1
RECQL5	9400	7	7	#	1	603781	#	#
REEP5	7905	18	18	#	1	125265	#	#
RELA	5970	2	2	1	1	164014	#	#
REV3L	5980	12	12	2	1	602776	#	#
RFC3	5983	32	31	#	1	600405	#	#
RFWD2	64326	13	13	#	1	608067	#	#
RFX1	5989	10	10	1	1	600006	#	#
RGL1	23179	17	17	#	1	605667	#	#
RGPD4-AS1	729121	12	12	#	1	#	#	#
RGPD6	729540	24	24	#	1	612709	#	#
RGPD8	727851	7	7	#	1	602752	#	#
RGR	5995	57	50	32	1	600342	3	14
RGS12	6002	68	68	#	1	602512	#	#
RGS2	5997	9	9	1	1	600861	#	#
RGS22	26166	21	21	#	1	615650	#	#
RGS9BP	388531	14	14	6	1	607814	0	1
RHBDD1	84236	15	15	#	1	#	#	#
RHBDF1	64285	30	30	#	1	614403	#	#
RHCE	6006	11	14	5	1	111700	#	#
RHOBTB2	23221	51	51	1	1	607352	0	1
RIC3	79608	7	7	1	1	610509	0	1
RILPL1	353116	17	17	#	1	614092	#	#
RIMBP2	23504	14	14	#	1	611602	#	#
RIMS4	140730	4	3	#	1	611601	#	#
RIN3	79890	12	12	#	1	610223	#	#
RIPOR2	9750	7	7	1	1	611410	#	#
RIPPLY2	134701	21	18	5	1	609891	2	0
RMND5A	64795	5	5	#	1	#	#	#
RNASEH2B-AS1	100874255	41	40	#	1	#	#	#
RNF10	9921	9	9	#	1	615998	#	#
RNF11	26994	4	4	#	1	612598	#	#
RNF111	54778	7	7	#	1	605840	#	#
RNF113A	7737	128	122	2	1	300951	0	1
RNF114	55905	6	5	#	1	612451	#	#
RNF128	79589	126	120	#	1	300439	#	#
RNF150	57484	12	12	#	1	#	#	#
RNF223	401934	98	96	#	1	#	#	#
RNF4	6047	74	74	#	1	602850	#	#
RNF41	10193	3	3	#	1	#	#	#
ROBO1	6091	13	13	#	1	602430	#	#
ROCK2	9475	17	17	1	1	604002	0	1
ROPN1	54763	9	9	#	1	611757	#	#
ROR1	4919	14	14	#	1	602336	#	#
RORA	6095	8	8	1	1	600825	#	#
RORA-AS1	101928784	4	4	#	1	#	#	#
RP9	6100	26	23	15	1	607331	1	3
RPL10	6134	165	156	9	1	312173	0	3
RPL13	6137	31	31	#	1	113703	#	#
RPL21	6144	21	20	1	1	603636	#	#
RPL26	6154	12	12	2	1	603704	0	1
RPL26L1	51121	12	12	#	1	#	#	#
RPL6	6128	11	7	#	1	603703	#	#
RPP30	10556	3	3	#	1	606115	#	#
RPS28	6234	5	4	2	1	603685	#	#
RPS6KA2	6196	33	32	#	1	601685	#	#
RRAS2	22800	4	4	1	1	600098	#	#
RREB1	6239	22	22	#	1	602209	#	#
RRP12	23223	8	8	#	1	#	#	#
RSPH14	27156	71	68	#	1	605663	#	#
RSRC1	51319	17	17	#	1	613352	#	#
RSRC2	65117	14	14	#	1	#	#	#
RTF1	23168	3	3	#	1	611633	#	#
RTKN2	219790	9	9	#	1	#	#	#
RTL4	340595	125	119	#	1	#	#	#
RXFP1	59350	17	17	#	1	606654	#	#
RYR3	6263	19	19	5	1	180903	0	2
SALL2	6297	20	20	1	1	602219	#	#
SAMD4A	23034	7	7	#	1	610747	#	#
SAMD5	389432	9	9	#	1	#	#	#
SAMM50	25813	30	29	#	1	612058	#	#
SARM1	23098	76	74	#	1	607732	#	#
SASH1	23328	10	10	1	1	607955	#	#
SASS6	163786	7	7	1	1	609321	#	#
SAXO1	158297	55	53	#	1	616292	#	#
SCAI	286205	24	22	#	1	#	#	#
SCAMP4	113178	18	16	#	1	613764	#	#
SCFD1	23256	14	14	#	1	#	#	#
SCG2	7857	16	16	#	1	118930	#	#
SCG5	6447	14	14	2	1	173120	0	1
SCGB1C1	147199	4	4	#	1	610176	#	#
SCML2	10389	124	118	#	1	300208	#	#
SCN10A	6336	109	89	102	1	604427	2	17
SCN7A	6332	17	17	#	1	182392	#	#
SCP2	6342	8	8	4	1	184755	0	2
SCYL2	55681	6	6	#	1	616365	#	#
SDCBP2-AS1	100507495	24	24	#	1	#	#	#
SDCCAG3	10807	44	42	#	1	#	#	#
SDHAF3	57001	7	7	#	1	615773	#	#
SDK1	221935	32	32	1	1	607216	0	1
SEC22A	26984	10	10	#	1	612442	#	#
SEMA3D	223117	9	9	2	1	609907	0	1
SEMA3E	9723	23	21	11	1	608166	0	2
SEMA5A	9037	72	72	2	1	609297	0	2
SEPT7P2	641977	11	11	#	1	611563	#	#
SERGEF	26297	4	4	#	1	606051	#	#
SERPINB6	5269	66	63	32	1	173321	0	6
SERPINE2	5270	17	17	#	1	177010	#	#
SETD3	84193	19	19	#	1	615671	#	#
SEZ6	124925	4	4	1	1	616666	#	#
SEZ6L	23544	15	14	2	1	607021	0	2
SF3B3	23450	22	22	1	1	605592	0	1
SFMBT2	57713	21	21	#	1	615392	#	#
SFXN2	118980	12	12	#	1	615570	#	#
SFXN5	94097	4	4	#	1	615572	#	#
SGMS1	259230	14	14	#	1	611573	#	#
SGO1	151648	16	16	2	1	609168	#	#
SGO1-AS1	100874028	14	14	#	1	#	#	#
SGPP2	130367	15	15	#	1	612827	#	#
SGSM2	9905	39	39	1	1	611418	0	1
SH2B1	25970	76	75	#	1	608937	#	#
SH3BGRL	6451	115	109	#	1	300190	#	#
SH3BGRL2	83699	7	6	#	1	615678	#	#
SH3BP5L	80851	58	56	#	1	#	#	#
SH3GL2	6456	60	58	#	1	604465	#	#
SH3TC1	54436	43	43	#	1	#	#	#
SH3YL1	26751	38	38	#	1	617314	#	#
SHANK2	22941	82	82	78	1	603290	0	54
SHC2	25759	15	15	#	1	605217	#	#
SHD	56961	12	12	#	1	610481	#	#
SHISA9	729993	11	11	#	1	613346	#	#
SHROOM2	357	138	132	#	1	300103	#	#
SHTN1	57698	13	13	#	1	611171	#	#
SIM1	6492	45	45	36	1	603128	0	23
SIM2	6493	57	51	#	1	600892	#	#
SIRPA	140885	22	22	#	1	602461	#	#
SIRPG	55423	31	31	#	1	605466	#	#
SIX2	10736	10	10	2	1	604994	0	1
SKAP2	8935	16	16	#	1	605215	#	#
SLBP	7884	90	90	#	1	602422	#	#
SLC12A2	6558	9	9	1	1	600840	#	#
SLC12A4	6560	17	17	#	1	604119	#	#
SLC14A2	8170	33	30	#	1	601611	#	#
SLC15A2	6565	12	12	#	1	602339	#	#
SLC17A8	246213	82	68	77	1	607557	0	43
SLC18A2	6571	14	14	1	1	193001	#	#
SLC22A15	55356	5	5	#	1	608275	#	#
SLC22A18AS	5003	15	15	#	1	603240	#	#
SLC22A24	283238	3	3	#	1	611698	#	#
SLC22A25	387601	2	2	#	1	610792	#	#
SLC24A1	9187	82	72	76	1	603617	1	49
SLC24A2	25769	58	56	#	1	609838	#	#
SLC25A16	8034	9	9	1	1	139080	#	#
SLC25A25	114789	29	27	#	1	608745	#	#
SLC25A48	153328	8	8	#	1	616150	#	#
SLC2A1-AS1	440584	15	11	#	1	#	#	#
SLC2A13	114134	10	10	#	1	611036	#	#
SLC2A5	6518	32	32	1	1	138230	#	#
SLC30A7	148867	6	6	1	1	611149	#	#
SLC35A1	10559	58	41	48	1	605634	4	12
SLC35F3	148641	23	23	#	1	#	#	#
SLC3A2	6520	4	4	#	1	158070	#	#
SLC44A5	204962	7	7	#	1	#	#	#
SLC45A4	57210	30	30	#	1	#	#	#
SLC4A10	57282	8	8	#	1	605556	#	#
SLC6A2	6530	66	66	59	1	163970	0	36
SLC6A4	6532	54	54	52	1	182138	0	37
SLC9A1	6548	7	7	2	1	107310	0	1
SLC9A3-AS1	100288152	72	72	#	1	#	#	#
SLC9C1	285335	8	8	#	1	612738	#	#
SLCO3A1	28232	26	26	#	1	612435	#	#
SLCO4A1	28231	17	16	#	1	612436	#	#
SLCO4A1-AS1	100127888	14	13	#	1	#	#	#
SLCO6A1	133482	15	15	#	1	613365	#	#
SLIT3	6586	10	10	#	1	603745	#	#
SLITRK5	26050	47	46	#	1	609680	#	#
SMAD2	4087	32	29	5	1	601366	0	2
SMAP1	60682	8	8	#	1	611372	#	#
SMARCA1	6594	133	127	1	1	300012	#	#
SMDT1	91689	16	15	#	1	615588	#	#
SMG5	23381	4	4	#	1	610962	#	#
SMIM21	284274	81	78	#	1	#	#	#
SMIM5	643008	7	7	#	1	#	#	#
SMOX	54498	19	19	#	1	615854	#	#
SMPD4	55627	12	12	1	1	610457	0	1
SMURF2	64750	9	9	#	1	605532	#	#
SNAP91	9892	12	12	#	1	607923	#	#
SNAPC4	6621	44	42	1	1	602777	#	#
SNAPC5	10302	41	24	1	1	605979	#	#
SNAPIN	23557	3	3	#	1	607007	#	#
SNCG	6623	22	22	#	1	602998	#	#
SNED1	25992	63	63	#	1	616634	#	#
SNHG23	100507242	23	23	#	1	#	#	#
SNIP1	79753	7	7	2	1	608241	0	1
SNPH	9751	32	32	#	1	604942	#	#
SNX13	23161	27	27	#	1	606589	#	#
SOBP	55084	32	31	20	1	613667	0	12
SOD2	6648	18	15	3	1	147460	#	#
SOD3	6649	16	16	1	1	185490	#	#
SOGA1	140710	7	7	#	1	#	#	#
SORBS1	10580	12	12	1	1	605264	0	1
SORCS1	114815	17	17	1	1	606283	0	1
SORCS2	57537	49	49	#	1	606284	#	#
SOSTDC1	25928	24	24	#	1	609675	#	#
SOWAHA	134548	9	9	#	1	#	#	#
SP3	6670	18	18	#	1	601804	#	#
SP7	121340	42	39	37	1	606633	1	25
SPAG8	26206	53	50	1	1	605731	0	1
SPAG9	9043	8	8	#	1	605430	#	#
SPATA16	83893	48	48	31	1	609856	0	24
SPATA21	374955	17	17	#	1	#	#	#
SPATA31C2	645961	24	22	#	1	#	#	#
SPATS2	65244	4	4	#	1	611667	#	#
SPATS2L	26010	21	21	#	1	613817	#	#
SPDL1	54908	14	14	2	1	616401	0	1
SPDYE5	442590	16	16	#	1	#	#	#
SPHKAP	80309	16	16	#	1	611646	#	#
SPN	6693	158	145	#	1	182160	#	#
SPOCK3	50859	25	25	#	1	607989	#	#
SPON2	10417	91	91	#	1	605918	#	#
SPP2	6694	26	26	#	1	602637	#	#
SPPL2A	84888	12	12	#	1	608238	#	#
SPSB4	92369	13	13	#	1	611660	#	#
SPTSSA	171546	16	16	#	1	613540	#	#
SREBF2	6721	16	15	#	1	600481	#	#
SRI	6717	9	9	1	1	182520	#	#
SRPK2	6733	13	13	#	1	602980	#	#
SRPK3	26576	165	159	#	1	#	#	#
SRPX2	27286	186	165	59	1	300642	8	20
SRRM3	222183	19	19	#	1	#	#	#
SSBP4	170463	7	7	#	1	607391	#	#
SSU72	29101	95	93	#	1	#	#	#
SSX1	6756	121	115	#	1	312820	#	#
ST13	6767	18	17	#	1	606796	#	#
ST3GAL2	6483	21	21	1	1	607188	0	1
ST6GALNAC3	256435	11	11	#	1	610133	#	#
ST6GALNAC5	81849	5	5	#	1	610134	#	#
ST7	7982	15	15	1	1	600833	#	#
ST7-AS2	93654	11	11	#	1	#	#	#
STAC2	342667	9	9	1	1	#	#	#
STAC3	246329	16	16	12	1	615521	#	#
STAG1	10274	17	17	1	1	604358	#	#
STAG2	10735	133	127	1	1	300826	#	#
STAP1	26228	8	8	1	1	604298	#	#
STAU2	27067	17	17	#	1	605920	#	#
STEAP2-AS1	100874100	25	23	#	1	#	#	#
STEAP3	55240	5	5	1	1	609671	#	#
STEAP3-AS1	100874111	4	4	#	1	#	#	#
STK17A	9263	15	15	#	1	604726	#	#
STK19	8859	6	5	#	1	604977	#	#
STK33	65975	6	6	#	1	607670	#	#
STOX1	219736	9	9	2	1	609397	#	#
STPG1	90529	4	4	#	1	615826	#	#
STPG2	285555	17	17	#	1	#	#	#
STPG4	285051	7	7	#	1	#	#	#
STRN4	29888	9	9	#	1	614767	#	#
STT3A	3703	55	55	21	1	601134	#	#
STT3B	201595	24	24	18	1	608605	#	#
STX16	8675	93	92	85	1	603666	0	37
STX18	53407	57	57	#	1	606046	#	#
STX18-AS1	100507266	43	43	#	1	#	#	#
STX1A	6804	100	88	#	1	186590	#	#
STXBP6	29091	15	15	#	1	607958	#	#
SUCLG2	8801	16	16	6	1	603922	#	#
SULT1A1	6817	42	42	#	1	171150	#	#
SULT1A3	6818	45	44	#	1	600641	#	#
SUMO1	7341	25	25	8	1	601912	0	7
SUPT16H	11198	24	24	#	1	605012	#	#
SVIL	6840	7	7	#	1	604126	#	#
SYN2	6854	18	18	1	1	600755	0	1
SYNJ2	8871	16	16	1	1	609410	0	1
SYNRG	11276	69	60	#	1	607291	#	#
SYT1	6857	8	8	#	1	185605	#	#
SYT12	91683	5	5	#	1	606436	#	#
SYT16	83851	7	7	#	1	610950	#	#
SYTL2	54843	13	13	1	1	612880	#	#
SYTL3	94120	18	18	#	1	#	#	#
SYTL4	94121	128	122	#	1	300723	#	#
SYTL5	94122	118	112	#	1	#	#	#
T	6862	36	35	3	1	601397	0	1
TACC2	10579	22	22	#	1	605302	#	#
TACO1	51204	31	29	24	1	612958	1	13
TAF1C	9013	44	42	#	1	604905	#	#
TAF2	6873	31	31	3	1	604912	0	2
TAF3	83860	20	20	#	1	606576	#	#
TAF4B	6875	26	23	1	1	601689	#	#
TANGO6	79613	17	17	#	1	#	#	#
TAPBP	6892	3	3	1	1	601962	#	#
TAPBPL	55080	28	26	#	1	607081	#	#
TARSL2	123283	68	67	#	1	#	#	#
TAS2R16	50833	19	18	2	1	604867	#	#
TBATA	219793	8	8	#	1	612640	#	#
TBC1D19	55296	14	14	#	1	#	#	#
TBC1D4	9882	63	62	22	1	612465	0	3
TBC1D9B	23061	25	25	#	1	#	#	#
TBP	6908	61	58	7	1	600075	0	3
TBR1	10716	8	8	1	1	604616	#	#
TBX21	30009	9	8	2	1	604895	#	#
TCEA1	6917	18	18	#	1	601425	#	#
TCF3	6929	15	15	2	1	147141	0	1
TCHH	7062	4	4	1	1	190370	#	#
TCL1A	8115	17	14	#	1	186960	#	#
TCTEX1D2	255758	63	61	1	1	617353	#	#
TDGF1	6997	3	3	1	1	187395	#	#
TDP1	55775	62	62	52	1	607198	0	29
TDRD3	81550	40	39	#	1	614392	#	#
TDRD5	163589	17	17	1	1	#	0	1
TDRD7	23424	69	62	44	1	611258	2	24
TEAD1	7003	4	4	1	1	189967	#	#
TEAD4	7004	38	38	#	1	601714	#	#
TENM2	57451	9	9	#	1	610119	#	#
TEP1	7011	16	16	#	1	601686	#	#
TEX15	56154	46	46	1	1	605795	#	#
TEX28	1527	166	160	#	1	300092	#	#
TEX36	387718	35	35	#	1	#	#	#
TFAM	7019	9	8	2	1	600438	#	#
TFAP4	7023	14	14	#	1	600743	#	#
TFB2M	64216	65	63	#	1	607055	#	#
TFDP1	7027	74	73	#	1	189902	#	#
TFDP2	7029	13	13	#	1	602160	#	#
TGM3	7053	19	19	1	1	600238	#	#
THADA	63892	12	12	2	1	611800	#	#
THAP7-AS1	439931	191	165	#	1	#	#	#
THOC3	84321	16	16	#	1	606929	#	#
THOC6	79228	19	19	1	1	615403	#	#
THSD7A	221981	23	23	#	1	612249	#	#
THTPA	79178	15	15	#	1	611612	#	#
THUMPD3	25917	32	32	#	1	#	#	#
TIA1	7072	7	7	4	1	603518	#	#
TIAM2	26230	14	14	#	1	604709	#	#
TIGD7	91151	21	21	#	1	612969	#	#
TIMM22	29928	49	49	#	1	607251	#	#
TIMM29	90580	7	7	#	1	617380	#	#
TIMM50	92609	4	4	1	1	607381	#	#
TLE6	79816	10	10	1	1	612399	#	#
TLR8-AS1	349408	92	86	#	1	#	#	#
TLX1NB	100038246	9	9	#	1	612734	#	#
TM7SF3	51768	17	17	#	1	605181	#	#
TMC5	79838	7	7	#	1	617197	#	#
TMCO3	55002	77	76	1	1	617134	0	1
TMCO4	255104	11	11	#	1	#	#	#
TMCO6	55374	17	17	#	1	#	#	#
TMEFF1	8577	27	25	#	1	603421	#	#
TMEM106B	54664	20	20	#	1	613413	#	#
TMEM126A	84233	45	34	34	1	612988	5	9
TMEM135	65084	7	7	#	1	616360	#	#
TMEM161B	153396	13	13	#	1	#	#	#
TMEM161B-AS1	100505894	12	12	#	1	#	#	#
TMEM164	84187	127	121	#	1	#	#	#
TMEM168	64418	10	10	#	1	#	#	#
TMEM170B	100113407	18	18	#	1	#	#	#
TMEM176A	55365	41	41	#	1	610334	#	#
TMEM178B	100507421	26	26	#	1	#	#	#
TMEM198	130612	13	13	#	1	#	#	#
TMEM204	79652	22	22	#	1	611002	#	#
TMEM241	85019	28	25	#	1	615430	#	#
TMEM256	254863	13	13	1	1	#	#	#
TMEM256-PLSCR3	100529211	12	12	#	1	#	#	#
TMEM40	55287	26	26	#	1	#	#	#
TMEM41A	90407	25	25	#	1	#	#	#
TMEM5-AS1	104169670	8	6	#	1	#	#	#
TMEM50B	757	60	54	#	1	#	#	#
TMEM53	79639	4	4	#	1	#	#	#
TMEM87B	84910	29	26	1	1	617203	#	#
TMEM92	162461	8	8	1	1	#	#	#
TMPRSS11D	9407	10	10	#	1	605369	#	#
TMPRSS4-AS1	100526771	10	10	#	1	#	#	#
TNFRSF10A	8797	51	50	2	1	603611	0	1
TNFRSF10B	8795	51	51	1	1	603612	#	#
TNFRSF13C	115650	28	27	12	1	606269	0	9
TNFRSF17	608	10	10	#	1	109545	#	#
TNFRSF4	7293	96	94	1	1	600315	#	#
TNFSF13B	10673	67	66	#	1	603969	#	#
TNIK	23043	19	19	1	1	610005	#	#
TNKS	8658	73	73	#	1	603303	#	#
TNMD	64102	124	118	#	1	300459	#	#
TNNI3K	51086	10	10	1	1	613932	#	#
TNR	7143	22	22	5	1	601995	0	5
TNRC6B	23112	13	12	#	1	610740	#	#
TNRC6C	57690	9	9	#	1	610741	#	#
TOGARAM1	23116	10	10	#	1	#	#	#
TOM1L2	146691	83	81	1	1	615519	0	1
TOP2B	7155	8	8	1	1	126431	#	#
TOP3A	7156	81	79	#	1	601243	#	#
TOR1A	1861	90	75	59	1	605204	2	21
TOR1AIP1	26092	27	27	11	1	614512	0	1
TOR1AIP2	163590	17	17	1	1	614513	#	#
TOX	9760	19	19	#	1	606863	#	#
TP53BP1	7158	11	9	#	1	605230	#	#
TPD52	7163	22	22	#	1	604068	#	#
TPR	7175	17	16	#	1	189940	#	#
TPRG1	285386	26	26	#	1	#	#	#
TPSG1	25823	24	24	#	1	609341	#	#
TPTE	7179	44	38	1	1	604336	0	1
TRA	6955	36	36	#	1	#	#	#
TRA2B	6434	26	26	#	1	602719	#	#
TRAC	28755	14	14	1	1	186880	#	#
TRAF2	7186	42	40	#	1	601895	#	#
TRAF3IP2	10758	12	12	2	1	607043	#	#
TRAF3IP2-AS1	643749	12	12	#	1	#	#	#
TRAF6	7189	12	12	#	1	602355	#	#
TRAPPC12	51112	21	21	#	1	614139	#	#
TRAPPC3	27095	4	4	1	1	610955	#	#
TRERF1	55809	6	6	#	1	610322	#	#
TRIM55	84675	17	17	#	1	606469	#	#
TRMT1	55621	16	16	1	1	611669	#	#
TRMT2B	79979	125	119	#	1	#	#	#
TRPA1	8989	19	19	1	1	604775	#	#
TRPC3	7222	11	11	1	1	602345	#	#
TRPC4AP	26133	7	7	#	1	608430	#	#
TRPV2	51393	21	21	#	1	606676	#	#
TRU-TCA1-1	7234	5	5	1	1	165060	#	#
TSEN34	79042	76	65	64	1	608754	3	31
TSG1	643432	5	5	#	1	#	#	#
TSHZ2	128553	7	6	2	1	614118	#	#
TSLP	85480	18	18	#	1	607003	#	#
TSNAX	7257	19	19	#	1	602964	#	#
TSNAX-DISC1	100303453	43	43	#	1	#	#	#
TSPAN18	90139	12	12	#	1	#	#	#
TSPAN9	10867	38	38	#	1	613137	#	#
TSPEAR	54084	116	109	39	1	612920	1	14
TSPYL1	7259	13	13	1	1	604714	#	#
TSPYL5	85453	18	18	#	1	614721	#	#
TSR2	90121	111	104	2	1	300945	#	#
TSSC1	7260	23	23	#	1	608998	#	#
TTBK1	84630	7	7	2	1	#	0	1
TTC14	151613	81	62	#	1	#	#	#
TTC27	55622	19	17	#	1	#	#	#
TTC28-AS1	284900	13	12	#	1	#	#	#
TTC3	7267	59	53	#	1	602259	#	#
TTF1	7270	28	26	#	1	600777	#	#
TTI1	9675	5	5	#	1	614425	#	#
TTK	7272	5	5	#	1	604092	#	#
TTL	150465	4	4	#	1	608291	#	#
TTLL10	254173	95	93	#	1	#	#	#
TTLL11	158135	23	21	#	1	#	#	#
TUB	7275	6	6	1	1	601197	#	#
TUBA3E	112714	13	13	1	1	#	#	#
TUBA8	51807	70	59	24	1	605742	0	5
TUT1	64852	5	5	#	1	610641	#	#
TXN2	25828	15	14	1	1	609063	#	#
TXNL1	9352	46	43	#	1	603049	#	#
UBASH3A	53347	66	60	#	1	605736	#	#
UBE2E1	7324	11	11	#	1	602916	#	#
UBE2G1	7326	25	25	#	1	601569	#	#
UBE2J2	118424	93	91	#	1	#	#	#
UBE2M	9040	9	9	#	1	603173	#	#
UBE2U	148581	14	14	#	1	#	#	#
UBN1	29855	16	16	1	1	609771	#	#
UBR4	23352	18	18	5	1	609890	0	5
UHMK1	127933	8	8	1	1	608849	#	#
UHRF1BP1L	23074	9	9	#	1	#	#	#
ULK1	8408	17	17	#	1	603168	#	#
ULK2	9706	73	71	1	1	608650	0	1
UMODL1	89766	65	59	1	1	613859	0	1
UNC119	9094	36	32	34	1	604011	1	16
UNC119B	84747	10	10	#	1	#	#	#
UNC13B	10497	46	44	#	1	605836	#	#
